0.010	0.001
0.115	0.176
0.202	0.317
0.270	0.434
0.456	0.401
0.762	0.352
1.129	0.317
1.455	0.288
1.873	0.260
2.358	0.229
3.155	0.196
3.944	0.177
5.073	0.157
5.731	0.151
6.301	0.142
6.673	0.136
7.004	0.134

