0.05221367	0.00046305
0.50852966	0.00049914
1.28735161	0.00057233
2.00442314	0.00071826
2.80810165	0.00102825
3.52642250	0.00149144
3.84986305	0.00183581
4.12327862	0.00227218
4.35698700	0.00273680
4.65963554	0.00342154
4.93117714	0.00398645
5.29432297	0.00456534
5.68357944	0.00508431
6.05985737	0.00563581
6.38970757	0.00634037
6.63623428	0.00697432
6.75301075	0.00713010
6.92168713	0.00727575
7.09036446	0.00752925
7.31094170	0.00808788
7.53136253	0.00887076
7.71301460	0.00935007
7.89466667	0.01000927
8.02441692	0.01048859
8.20012951	0.01107860
8.39585114	0.01158745
8.52779007	0.01199957
8.63112354	0.01245492
8.72445011	0.01270956
8.81511879	0.01279344
8.98348331	0.01285820
9.10025978	0.01278716
9.24298668	0.01239644
9.39665604	0.01192226
9.52515602	0.01168588
9.79763412	0.01147276
10.00523663	0.01124793
10.29022026	0.01117746
10.51048470	0.01088174
10.92037296	0.01026191
11.22099113	0.00974080
11.45782661	0.00930656
11.78220367	0.00878559
12.01638317	0.00833609
12.30840111	0.00768074
12.57118511	0.00700571
12.84585381	0.00653994
13.32593441	0.00606633
13.89683914	0.00552168
14.24216557	0.00517589
14.59358788	0.00474765
14.99581718	0.00434508
15.64457512	0.00381227
16.17655563	0.00356362
16.81671524	0.00330485
17.40716171	0.00306049
17.92616653	0.00280100
18.58883667	0.00246633
19.22477531	0.00212982
19.96435738	0.00187004
