0.03950310	0.00047809
0.22667122	0.00047480
0.59552383	0.00047480
1.33432770	0.00056177
2.11733246	0.00074975
3.14519691	0.00120637
3.60277557	0.00165470
3.87819862	0.00203280
4.25645638	0.00273533
4.56981659	0.00346190
4.97362328	0.00435542
5.28588772	0.00464381
5.74127102	0.00530658
6.11843109	0.00599582
6.44480133	0.00661052
6.72978783	0.00717000
6.93780518	0.00791045
7.04189301	0.00813933
7.23705673	0.00829927
7.35415554	0.00856363
7.47125435	0.00901940
7.68899059	0.01013408
7.87114334	0.01121842
7.95312881	0.01154230
8.09609222	0.01203040
8.26523399	0.01275511
8.42136478	0.01321188
8.48641968	0.01317626
8.64255047	0.01287942
8.74663830	0.01257071
8.88975906	0.01232137
8.97080326	0.01176718
9.02284622	0.01154158
9.12693405	0.01156562
9.25704193	0.01151841
9.43919659	0.01159094
9.58231735	0.01154344
9.76446724	0.01170152
9.99976349	0.01175144
10.14288330	0.01166833
10.31202698	0.01162327
10.46862698	0.01168521
10.62475872	0.01161397
10.76897717	0.01118424
10.97715187	0.01052719
11.29834938	0.00947331
11.49100494	0.00900581
11.74918556	0.00833460
12.04530144	0.00777827
12.58204079	0.00702423
13.01140213	0.00637705
13.57745743	0.00567437
14.60767269	0.00469674
15.08907700	0.00431679
15.83069992	0.00368750
16.70352936	0.00299283
17.53795433	0.00247884
18.33459854	0.00212263
19.20977974	0.00182780
19.96378708	0.00163081
