0.06521034	0.00045792
0.53360367	0.00047007
1.10216713	0.00050612
1.83093834	0.00063831
2.60077858	0.00091469
3.23721313	0.00128176
3.97805405	0.00200848
4.68487644	0.00346906
5.25202751	0.00451535
5.77481461	0.00520530
6.36814594	0.00625245
6.65438652	0.00708345
7.03170300	0.00738444
7.28972816	0.00799285
7.60857391	0.00899351
7.97507381	0.01024881
8.18983269	0.01099154
8.41384125	0.01172097
8.55696106	0.01250577
8.75212479	0.01306411
8.89634228	0.01339056
9.04275513	0.01294895
9.27804947	0.01224999
9.49923515	0.01166218
9.68138790	0.01155689
9.81024361	0.01166776
9.99176979	0.01164415
10.18677616	0.01173070
10.35591888	0.01158822
10.57710457	0.01136262
10.82870293	0.01089155
11.15397263	0.01027856
11.33612823	0.00987486
11.61045361	0.00908134
11.82301903	0.00863001
12.10910225	0.00794135
12.50272274	0.00709404
13.06203651	0.00620410
13.56084061	0.00566279
14.11498070	0.00516796
14.82399845	0.00459775
15.20476437	0.00431465
15.88133144	0.00386346
16.58392334	0.00335290
17.51208878	0.00288783
18.39698982	0.00254149
19.57032394	0.00205854
19.95798683	0.00189246
