0.04095840	0.00047974
0.54573631	0.00049401
1.22794724	0.00055663
1.94580078	0.00070285
2.67897415	0.00096933
3.20454597	0.00125749
3.79577255	0.00176890
4.24568272	0.00245292
4.60148335	0.00312311
4.91835785	0.00374822
5.17786121	0.00419529
5.47628784	0.00460499
5.78675365	0.00499515
5.97450256	0.00527703
6.29903793	0.00585278
6.49585247	0.00622154
6.61278629	0.00639472
6.83336258	0.00659843
7.05393982	0.00687589
7.31453705	0.00740870
7.44194412	0.00777718
7.58482552	0.00819972
7.82275581	0.00883467
8.07991409	0.00967532
8.27829266	0.01020043
8.42664719	0.01067047
8.62111855	0.01099958
8.77791405	0.01123281
8.89469051	0.01125863
9.06336689	0.01096263
9.29488659	0.01051384
9.54110146	0.01021797
9.79607105	0.01021755
10.15937424	0.01021755
10.49672890	0.01005392
10.74325752	0.00978160
10.95414066	0.00943695
11.22661686	0.00888046
11.57694817	0.00817004
11.74155998	0.00783638
12.17208385	0.00704223
12.64356613	0.00620856
13.07174683	0.00569943
13.51618290	0.00532939
13.85556984	0.00501883
14.34862328	0.00466391
14.70770645	0.00439415
15.11525249	0.00415250
16.03648758	0.00354893
16.54658127	0.00326462
17.11748695	0.00292126
18.25351524	0.00245763
19.12566376	0.00213195
19.61230850	0.00196519
19.94106483	0.00189700
