0.05252457	0.00047518
0.52385139	0.00049629
1.33815765	0.00056790
2.01145744	0.00069700
2.82514000	0.00103110
3.23925018	0.00127874
3.98962021	0.00188659
4.30430508	0.00232725
4.65229034	0.00291797
4.98213863	0.00334451
5.47519588	0.00392154
5.87961292	0.00440827
6.24729252	0.00476505
6.69376278	0.00519401
6.87869835	0.00537204
7.15227032	0.00552967
7.45085526	0.00611826
7.74943924	0.00688873
7.91811562	0.00722696
8.23186398	0.00747789
8.49136543	0.00738317
8.69896889	0.00714636
8.93251991	0.00696876
9.11417389	0.00695792
9.43432999	0.00708345
9.72087765	0.00716919
9.99335480	0.00715735
10.25285912	0.00700342
10.52533722	0.00670742
10.83673668	0.00618645
11.17612553	0.00571013
11.73405647	0.00504708
12.25415611	0.00461940
12.87852478	0.00419686
13.61169910	0.00381798
14.40756035	0.00340214
14.89311123	0.00313695
15.69319153	0.00268916
16.84032059	0.00214765
17.74467087	0.00183880
19.11471939	0.00149030
19.94731903	0.00133267
